Source Row,Position Name,Facility,Department,Work Category,Specialty,Job Name,Source HR Department,Source Unit,Source Sub Unit,Source Staff Category,Source Work Speciality,Review Required,Review Reason,Work Category Confidence
7530,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7531,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7532,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7533,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7534,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7535,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7536,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7537,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7538,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7539,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7540,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7541,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7542,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7543,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7544,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7545,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7546,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7547,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Barsha Health Center,OPD,Nursing,Emergency,Staff Nurse 3,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,Emergency Medicine,No,,High
7548,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7549,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7550,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7551,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Senior Staff Nurse-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Senior Staff Nurse,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7552,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7553,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7554,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7555,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7556,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7557,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7558,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7559,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7560,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7561,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7562,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7563,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7564,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7565,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse (N)-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse (N),PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7566,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse (N)-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse (N),PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7567,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse (N)-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse (N),PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7568,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit-Staff Nurse (N)-001,Al Khawaneej Health Center,OPD,Nursing,Family Medicine,Staff Nurse (N),PHC - Al Khawaneej HC - Nursing Department,PHC - Al Khawaneej HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7569,PHC - Al Lusaily HC - Nursing - Ambulatory - Home Care Unit-Staff Nurse 2-001,Al Lusaily Health Center,Home Care,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - Home Care Unit,,Nursing,,No,,High
7570,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7571,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Health Care Attendant-001,Al Lusaily Health Center,OPD,Administration,,Health Care Attendant,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Administration,,No,,High
7572,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7573,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7574,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Senior Staff Nurse-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Senior Staff Nurse,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7575,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7576,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7577,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7578,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7579,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7580,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7581,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7582,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse (N)-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse (N),PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7583,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7584,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Lusaily Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Lusaily HC - Nursing Department,PHC - Al Lusaily HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7585,PHC - Al Mamzar HC - Nursing - Ambulatory - Home Care Unit-Staff Nurse 3-001,Al Mamzar Health Center,Home Care,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - Home Care Unit,,Nursing,,No,,High
7586,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Health Care Attendant-001,Al Mamzar Health Center,OPD,Administration,,Health Care Attendant,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Administration,,No,,High
7587,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7588,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7589,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Senior Staff Nurse-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Senior Staff Nurse,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7590,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7591,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7592,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7593,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7594,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7595,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7596,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7597,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7598,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7599,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7600,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7601,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7602,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7603,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7604,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7605,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit-Staff Nurse (N)-001,Al Mamzar Health Center,OPD,Nursing,Family Medicine,Staff Nurse (N),PHC - Al Mamzar HC - Nursing Department,PHC - Al Mamzar HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7606,PHC - Al Mankhool HC - Nursing - Ambulatory - Home Care Unit-Staff Nurse 3-001,Al Mankhool Health Center,Home Care,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Mankhool HC - Nursing Department,PHC - Al Mankhool HC - Nursing - Ambulatory - Home Care Unit,,Nursing,,No,,High
7607,PHC - Al Mankhool HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Mankhool Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Mankhool HC - Nursing Department,PHC - Al Mankhool HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7608,PHC - Al Mankhool HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Mankhool Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Mankhool HC - Nursing Department,PHC - Al Mankhool HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
